finbert_label,finbert_score
neutral,-0.02585805207490921
neutral,0.15450734924525023
neutral,0.01340555027127266
neutral,-0.01534072682261467
neutral,0.009665165096521378
neutral,0.022570433095097542
neutral,-0.06227955408394337
neutral,0.01203908771276474
neutral,0.014751404523849487
neutral,0.02103564329445362
neutral,-0.02989012375473976
neutral,0.018294408917427063
neutral,0.0016228742897510529
neutral,0.06059941276907921
neutral,-0.22142866626381874
neutral,0.13196249678730965
neutral,0.02961433306336403
neutral,-0.01075623370707035
neutral,0.07061054557561874
neutral,0.07615358941257
neutral,0.06015229783952236
neutral,-0.008351795375347137
neutral,0.011958295479416847
neutral,-0.06591754034161568
neutral,0.0015074796974658966
neutral,-0.01829157955944538
neutral,0.2546090381219983
neutral,0.021024765446782112
neutral,-0.3924701660871506
neutral,0.15974103473126888
neutral,0.03338093124330044
neutral,0.028908364474773407
neutral,-0.009072087705135345
neutral,-0.011129405349493027
neutral,0.1553131565451622
neutral,0.023690231144428253
neutral,0.4438819270581007
neutral,0.006088092923164368
neutral,0.21141465939581394
neutral,0.01619471050798893
neutral,0.010751469060778618
neutral,0.006382711231708527
negative,-0.8427578071132302
neutral,-0.003947742283344269
positive,0.7825738172978163
neutral,0.15180316008627415
neutral,-0.10226737335324287
neutral,0.02248380519449711
neutral,0.023542184382677078
neutral,-0.203395564109087
neutral,0.04866230860352516
neutral,0.019963271915912628
neutral,0.002131398767232895
neutral,-0.0024869441986083984
neutral,-0.3134097717702389
neutral,0.038581947796046734
neutral,-0.10529711842536926
neutral,-0.01786639168858528
neutral,0.0006509982049465179
neutral,0.026792071759700775
neutral,0.07045055367052555
neutral,-0.08171505108475685
neutral,-0.16013197228312492
neutral,-0.05811945162713528
neutral,0.03125513345003128
neutral,0.01696101203560829
neutral,-0.012205477803945541
neutral,-0.004415888339281082
neutral,-0.19470634870231152
neutral,0.003102511167526245
positive,0.5967382434755564
neutral,0.024492092430591583
neutral,0.03033898025751114
neutral,-0.05442103184759617
neutral,0.0016647949814796448
negative,-0.5528263188898563
negative,-0.8782182484865189
neutral,0.002924960106611252
neutral,-0.021093787625432014
neutral,-0.018935857340693474
negative,-0.9261224418878555
neutral,0.08851852919906378
neutral,0.013627465814352036
neutral,0.14967795182019472
neutral,0.029096480458974838
neutral,0.00854058563709259
positive,0.8107426911592484
neutral,0.008958717808127403
negative,-0.8386021889746189
neutral,-0.006892096251249313
positive,0.6097296625375748
neutral,-0.04234919510781765
neutral,0.04032031260430813
neutral,0.028878390789031982
neutral,0.06714575551450253
neutral,0.004650592803955078
neutral,0.0071115195751190186
neutral,0.029867149889469147
neutral,-0.04008588753640652
neutral,0.008925484493374825
neutral,0.03690440021455288
neutral,-0.004471698775887489
neutral,-0.0007448513060808182
neutral,-0.014007849618792534
neutral,-0.25866691395640373
neutral,-0.020326172932982445
neutral,-0.10527097433805466
neutral,-0.0017652586102485657
neutral,0.010778278112411499
neutral,0.008294176310300827
positive,0.5901562785729766
neutral,0.3592427223920822
neutral,0.02874116599559784
neutral,0.19029633840546012
neutral,0.07519283890724182
neutral,0.03570608235895634
neutral,0.14835195522755384
neutral,0.04866844601929188
neutral,0.012526579201221466
neutral,-0.44485793448984623
neutral,0.28610803186893463
neutral,-0.210192009806633
neutral,0.07234962470829487
neutral,0.04671964794397354
neutral,-0.08597374893724918
neutral,0.07163493428379297
neutral,-0.006559222936630249
neutral,0.022139806300401688
neutral,0.08918889239430428
neutral,0.08260377310216427
neutral,-0.009227093309164047
neutral,0.005693715065717697
neutral,0.009201688691973686
neutral,0.006240926682949066
neutral,0.3748432733118534
negative,-0.7782411575317383
neutral,-0.1353598702698946
neutral,-0.1711804773658514
positive,0.8279150333255529
neutral,0.08789089135825634
neutral,-0.02750447578728199
neutral,0.10551831498742104
neutral,-0.10518071614205837
neutral,-0.0180332250893116
neutral,0.04709385335445404
negative,-0.7418011613190174
neutral,0.02717069536447525
neutral,0.00944012776017189
neutral,-0.0042684320360422134
neutral,-0.03284337371587753
neutral,0.03530626744031906
neutral,-0.02998179756104946
neutral,0.08245573379099369
neutral,0.06216402351856232
neutral,0.0298890620470047
neutral,-0.04227420128881931
neutral,0.006458492949604988
negative,-0.4926115423440933
neutral,-0.046682316809892654
neutral,-0.014170624315738678
neutral,0.22006946615874767
neutral,0.02145686186850071
neutral,0.0840368214994669
neutral,-0.0005658157169818878
neutral,0.11438703630119562
neutral,0.04420964792370796
neutral,-0.04403365030884743
neutral,0.01535777747631073
neutral,0.11032344773411751
neutral,-0.003649003803730011
neutral,0.03944325540214777
neutral,0.0448651984333992
neutral,0.16106902807950974
neutral,0.020534902811050415
neutral,0.14325193502008915
neutral,0.01258162222802639
neutral,0.38243715837597847
neutral,0.10111648961901665
neutral,-0.07941092178225517
neutral,-0.012310648337006569
neutral,0.049895668402314186
neutral,0.04464799910783768
neutral,0.0390056986361742
negative,-0.7694932818412781
negative,-0.9143277332186699
neutral,0.13860557228326797
negative,-0.9091113936156034
neutral,-0.021794436499476433
neutral,-0.00587322935461998
neutral,0.012828076258301735
neutral,-0.08521261438727379
neutral,-0.00875336304306984
neutral,0.007623307406902313
negative,-0.9348273985087872
neutral,-0.0032294169068336487
neutral,0.02426692470908165
neutral,-0.0862719975411892
negative,-0.6784176155924797
neutral,0.005373015999794006
neutral,-0.025581752881407738
neutral,-0.2648300640285015
neutral,-0.01695694960653782
neutral,0.07740122638642788
neutral,-0.05995948240160942
neutral,0.029956012964248657
neutral,0.10251407604664564
negative,-0.8500769715756178
neutral,0.006024310365319252
neutral,0.1495251515880227
positive,0.44971421360969543
neutral,0.011455345898866653
neutral,-0.14174870029091835
neutral,0.024601925164461136
neutral,0.04187912866473198
neutral,-0.02018018066883087
neutral,-0.4239174984395504
neutral,0.16667989268898964
neutral,0.0021259337663650513
